org,company,og_id
Menzies Mining And Exploration Corporation,Menzies Mining And Exploration Corporation,496
Zwartland Transvaal Land Limited,Zwartland Transvaal Land Limited,497
Menzies Mini And Plo Attott Company,Menzies Mini And Plo Attott Company,498
Zaria Tin Syndicate Limited,Zaria Tin Syndicate Limited,499
Komata Reefs Gold Mining Company,Komata Reefs Gold Mining Company,500
Anfargah Gold Mines Finance Limited,Anfargah Gold Mines Finance Limited,501
Saint David Gold Mines Limited,Saint David Gold Mines Limited,502
Mount Brown Tin Mining Company,Mount Brown Tin Mining Company,503
Lange Jesmond Collieries Limited,Lange Jesmond Collieries Limited,504
Outtrim Howitti And British Consolidated,Outtrim Howitti And British Consolidated,505
Etheridge Gold Mining Company,Etheridge Gold Mining Company,506
Etheridge Reefs Queensland Gold Mining Company,NA,507
Transvaal United Trust Finance Limited,Transvaal United Trust Finance Limited,508
Transvaal Estates And Trust,Transvaal Estates And Trust,509
Isle Royale Land Corporation Limited,Isle Royale Land Corporation Limited,510
Honko Syndicate Limited,Honko Syndicate Limited,511
Home Coal Estates Limited,Home Coal Estates Limited,512
City Hobart Limited Mtn Ethltmtte,City Hobart Limited Mtn Ethltmtte,513
New Hoover Hill Gold Mining,New Hoover Hill Gold Mining,514
Flemington Coal Company,Flemington Coal Company,515
Societe Des Mines Osor Limited,Societe Des Mines Osor Limited,516
Societe Des Charbqns Djibouti Limited,Societe Des Charbqns Djibouti Limited,517
Tasmanian Metals Extraction Limited,Tasmanian Metals Extraction Limited,518
South Australia Development Syndicate Limited,South Australia Development Syndicate Limited,519
Kobolondo Developm Syndicate Limited,Kobolondo Developm Syndicate Limited,520
Victoria Colliery Company,Victoria Colliery Company,521
Bersham Colliery Company,Bersham Colliery Company,522
Strathcona Coal Exploration Syndicate Limited,Strathcona Coal Exploration Syndicate Limited,523
Altarnun Mines Limited,Altarnun Mines Limited,524
Namaqua Syndicate Limited,Namaqua Syndicate Limited,525
East Rand Proprietary Mines Limited,East Rand Proprietary Mines Limited,526
Can Ge Company,NA,527
Mazaruni British Guiana Diamond Mines,Mazaruni British Guiana Diamond Mines,528
Klian Kellas Tin Limited,Klian Kellas Tin Limited,529
Care Col W F Biddle,NA,530
Natal Land And Colonization Company,Natal Land And Colonization Company,531
Benoni Gold Mining Company,Benoni Gold Mining Company,532
Barrett Gold Mining Company,Barrett Gold Mining Company,533
Coetzeestroom Estate Gold Mining Limited,Coetzeestroom Estate Gold Mining Limited,534
Katsuno Coal Mine,NA,535
Hollins Mining Company,Hollins Mining Company,536
Wyndham Mining Co.,Wyndham Mining Co.,537
Silver Virgin Mining Co.,Silver Virgin Mining Co.,538
Ida Gold Mining Company,Ida Gold Mining Company,539
Korean Syndicate Limited,Korean Syndicate Limited,540
Syndicat Du Yunnan Limited,Syndicat Du Yunnan Limited,541
Swedish Syndicate Limited,Swedish Syndicate Limited,542
Sylen Mountain Colliery Company,Sylen Mountain Colliery Company,543
Carter Deep Leads Limited,Carter Deep Leads Limited,544
Cttrte Deep Lead Limrtedt,Cttrte Deep Lead Limrtedt,545
Bwlchglas Prospecting Syndicate Limited,Bwlchglas Prospecting Syndicate Limited,546
Wendigo Copper Company,Wendigo Copper Company,547
Oakley Gold Mining Company,Oakley Gold Mining Company,548
Socieitei Industrielle Radium Limited,NA,549
Toro Tin Company,Toro Tin Company,550
"Bewick, Moreing & Co.","Bewick, Moreing & Co.",551
Chemjcal And Metallurgical Corporation Limited,Chemjcal And Metallurgical Corporation Limited,552
Che Meal And Metallurgical Corpn,Che Meal And Metallurgical Corpn,553
San Salvador Spanish Iron Ore Limited,San Salvador Spanish Iron Ore Limited,554
San Miguel Silver Mines Limited,San Miguel Silver Mines Limited,555
Montana School Of Mines,NA,556
Montana State School Of Mines,NA,557
Montana State Bureau Of Mines,NA,558
Doe Run Lead Company,NA,559
St. Joseph Lead Co.,St. Joseph Lead Co.,560
Cafl Lliation Of St. Joseph Lead Co,Cafl Lliation Of St. Joseph Lead Co,561
St..Joseph Lead Co.,St..Joseph Lead Co.,562
Ferreira Diamonds Limited,Ferreira Diamonds Limited,563
North Scranton Mining Co.,North Scranton Mining Co.,564
Sturtevant Engineering Co Limited,NA,565
Rah Man Hydraulic Tin Limited Intan Fh,NA,566
American Blower Co,NA,567
American Blower Corp,NA,568
Chemist Armstrong Cork Company,NA,569
Care L A Salt Lake R R,NA,570
Coal Mines,NA,571
Camalgamated Copper Company,Camalgamated Copper Company,572
Biwango Mining Co.,Biwango Mining Co.,573
Fruitof The Loom Inc,NA,574
Biwanago Mining Co.,Biwanago Mining Co.,575
Cleveland Hardware Co.,Cleveland Hardware Co.,576
Conrey Placer Mining Co.,Conrey Placer Mining Co.,577
Transvaal Associated Gold Mines Limited,Transvaal Associated Gold Mines Limited,578
Mohawk Mining Co.,Mohawk Mining Co.,579
Wolverine Copper Mining Co.,Wolverine Copper Mining Co.,580
Central Mining Company,Central Mining Company,581
Mount Champion Mining Co.,Mount Champion Mining Co.,582
American Smelting Refining Co,American Smelting Refining Co,583
Bowhill Coal Company,Bowhill Coal Company,584
Minnesota Highway Dept,NA,585
Gulr States Utilities Company,NA,586
Bullion Mining Development Co Apex Gilpin Co,NA,587
Lamp Development Laboratory Inc,NA,588
Nigerian Industrial Corporation Limited,Nigerian Industrial Corporation Limited,589
The Moctezuma Co.,The Moctezuma Co.,590
Straits Trading Co.,Straits Trading Co.,591
Central Aguirre Sugar Company,NA,592
Alun Hill Colliery Limited,Alun Hill Colliery Limited,593
Delta Gold Mining Co.,Delta Gold Mining Co.,594
Wolseley Park Collieries Limited,Wolseley Park Collieries Limited,595
Lawrence Experiment Station,NA,596
Servian Syndicate Limited,Servian Syndicate Limited,597
Clay County Mining Co Black Hawk Gilpin Co,NA,598
Santiago Syndicate Itd,Santiago Syndicate Itd,599
Natividad Mining Co.,Natividad Mining Co.,600
Eastern Smelting Company,Eastern Smelting Company,601
Eastern Exploration Syndicate Limited,NA,602
Utah Leasing Co.,Utah Leasing Co.,603
Inspiration Cons Copper Co,NA,604
Michigan Central R R,NA,605
Cuban Mining Company,NA,606
Kangarilla Silver Mines Limited,Kangarilla Silver Mines Limited,607
B Ton Montana Copper Co,NA,608
With Mckim Mead White Architects,NA,609
Rush Creek Placer Mining Co.,Rush Creek Placer Mining Co.,610
Florida Mountain Mines Co.,Florida Mountain Mines Co.,611
Napoleon Leasing Co.,Napoleon Leasing Co.,612
Weedon Mining Co.,Weedon Mining Co.,613
Zinc Company,Zinc Company,614
Guanajuato Amalgamated Gold Mines Company,Guanajuato Amalgamated Gold Mines Company,615
Joliet Works Illinois Steel Co,NA,616
Ill Steel Corp,NA,617
Santa Barbara High School,NA,618
Stanford Univ,NA,619
San Carlos Copper Company,NA,620
Uariz,NA,621
Montana Wesleyan University,NA,622
Moruya Gold And Silver Mining,Moruya Gold And Silver Mining,623
Sulphide Corporation Limited,Sulphide Corporation Limited,624
Candle Alaska Hydraulic Gold M. Co,Candle Alaska Hydraulic Gold M. Co,625
Tennessee Copper Ltd,NA,626
Lindsay Mining Co.,Lindsay Mining Co.,627
Velarde̱a,Velarde̱a,628
Patents In Hm,NA,629
Adbar Development Co.,Adbar Development Co.,630
Mescal Mining Co.,Mescal Mining Co.,631
Paymaster Mining & Smelting Company,Paymaster Mining & Smelting Company,632
Nj Zinc Company,NA,633
Iron Peak Mining & Smelting Co,Iron Peak Mining & Smelting Co,634
John Mc Court Company,NA,635
Kentucky Fluorspar Co.,Kentucky Fluorspar Co.,636
Cafliliation Of Andrews Steel Co,Cafliliation Of Andrews Steel Co,637
Ashland Steel Co.,Ashland Steel Co.,638
Aurora Mining Co.,Aurora Mining Co.,639
Cedral Mines,NA,640
Dutch Guiana Exploration Company,Dutch Guiana Exploration Company,641
Foxton Phosphate Mining Company,Foxton Phosphate Mining Company,642
Bath Hotel,NA,643
Caucasus Minerals Syndicate Limited,Caucasus Minerals Syndicate Limited,644
Asia Hydraulick And Mining Corporation,Asia Hydraulick And Mining Corporation,645
Miller Independence Mines Limited,Miller Independence Mines Limited,646
Siwash Creek Mines Co.,Siwash Creek Mines Co.,647
"New Bullion Mine, Stockton.","New Bullion Mine, Stockton.",648
Atome Extended Mines Limited,Atome Extended Mines Limited,649
Kutls River Tin,Kutls River Tin,650
Technical Director Haveg Corp,NA,651
Crest Manufacturing Co,NA,652
Subsidiary Of American Metal Co. Ltd,Subsidiary Of American Metal Co. Ltd,653
Sales Manager Proportioneers Inc,NA,654
Tin Fields Northern Nigeria Limited,Tin Fields Northern Nigeria Limited,655
Sapphire Corundum Company,Sapphire Corundum Company,656
Tongkah Hareour Tin Dredging Company,NA,657
Science London,NA,658
Chester Science And,NA,659
The Central Board,NA,660
Akoko Gold Mines Limited,Akoko Gold Mines Limited,661
Subil Gold Mines Limited,Subil Gold Mines Limited,662
Adamson Machine Co.,Adamson Machine Co.,663
Salamanca Tin Company,Salamanca Tin Company,664
London And Continental Finance Syndicate Limited,NA,665
Maw Mines Limited,Maw Mines Limited,666
London & Burmese Wolfram Co.,London & Burmese Wolfram Co.,667
Mawchi Mines Limited,Mawchi Mines Limited,668
Toro Tin Co.,Toro Tin Co.,669
Day Dawn And Gold Mining,Day Dawn And Gold Mining,670
Day Dawn And Norfolk Mines,Day Dawn And Norfolk Mines,671
Concessions Syndicate Limited Concordia Tin,Concessions Syndicate Limited Concordia Tin,672
Complex Ore Company,Complex Ore Company,673
Hidalgo Mining Company,Hidalgo Mining Company,674
Winnemucca Mountain Mining Co.,Winnemucca Mountain Mining Co.,675
Sunshine Mines Co.,Sunshine Mines Co.,676
Goldbanks Quicksilver Mines Co.,Goldbanks Quicksilver Mines Co.,677
Greta Collieries Limited,Greta Collieries Limited,678
Rietvlei Gold Mining Company,Rietvlei Gold Mining Company,679
Florence Gold Mining Company,Florence Gold Mining Company,680
Anglo Portuguese Tin Company,Anglo Portuguese Tin Company,681
Burma Development Syndicate Limited,Burma Development Syndicate Limited,682
Peruvian Consolidated Gold Trust Limited,Peruvian Consolidated Gold Trust Limited,683
Pataz And Parcoy Syndicate Limited,Pataz And Parcoy Syndicate Limited,684
Arizona Hercules Copper Co.,Arizona Hercules Copper Co.,685
Robert Addie Roberts Victor Diamondsi,Robert Addie Roberts Victor Diamondsi,686
Risehow Colliery Gookliifidg And Products,Risehow Colliery Gookliifidg And Products,687
Esperanza Copper And Sulphur Limited,Esperanza Copper And Sulphur Limited,688
Amur Syndicate Umttedt,Amur Syndicate Umttedt,689
Burma Mines Limited,Burma Mines Limited,690
Raritan Copper Works,NA,691
Burma Corporation Limited London,Burma Corporation Limited London,692
Robert Addie Sons Collieries Limited,Robert Addie Sons Collieries Limited,693
Bacares Iron Ore Mines Limited,Bacares Iron Ore Mines Limited,694
Wvitbabtk Colliery Limited,Wvitbabtk Colliery Limited,695
Witbank Colliery Limited,Witbank Colliery Limited,696
Rand Mines Limited Johannesburg Secretary,NA,697
Station Colliery Limited Witbank,NA,698
Arizona Consolidated Copper Mine Limited,Arizona Consolidated Copper Mine Limited,699
Mitterberg Copper Company,Mitterberg Copper Company,700
Talana Collieries Limited,Talana Collieries Limited,701
Tetela Mining Company,Tetela Mining Company,702
Ripanji Quicksilver And Silver Mines,Ripanji Quicksilver And Silver Mines,703
Nunney Minerals Syndicate Limited,Nunney Minerals Syndicate Limited,704
Derek Tin Mines Limited,Derek Tin Mines Limited,705
Extendedke Egnvskiv Limited,Extendedke Egnvskiv Limited,706
Extended Extension Limited,NA,707
Murex Company,Murex Company,708
Yorkshire And Westmoreland Copper Company,Yorkshire And Westmoreland Copper Company,709
Yorkshire Tron And Coal Company,Yorkshire Tron And Coal Company,710
Yorkshire Minerals Limited,Yorkshire Minerals Limited,711
Munting Tin Idredgin Lim Tedtw,Munting Tin Idredgin Lim Tedtw,712
Yorkshire Main Coizllery Limited,Yorkshire Main Coizllery Limited,713
Yorkshire Iron And Coal Limited,Yorkshire Iron And Coal Limited,714
Chendebiang Tin Dredging,Chendebiang Tin Dredging,715
Kamunting Tin Dredging Limited,Kamunting Tin Dredging Limited,716
British And Argentine Corporation Limited,British And Argentine Corporation Limited,717
Troy Gold Mine Limited,Troy Gold Mine Limited,718
Medina Gold Mining Company,Medina Gold Mining Company,719
Broken Hill Proprietary Block Limited,Broken Hill Proprietary Block Limited,720
Goginan Mines Realisation Limited,Goginan Mines Realisation Limited,721
Stanly Freehold Gold Mines Limited,Stanly Freehold Gold Mines Limited,722
Henry Ness And Company,Henry Ness And Company,723
Helena Development Company,Helena Development Company,724
Eclipse Mining Co Mazuma Humboldt Co,NA,725
Globe And Phoenix Gold Mining,Globe And Phoenix Gold Mining,726
Tweefontein Colliery Limited,Tweefontein Colliery Limited,727
Selukwe Columgiaggoldgi Min Limited,NA,728
Selukwe Columbia Gold Mine Limited,Selukwe Columbia Gold Mine Limited,729
Subsidiary Of Coronation Collieries Limited,Subsidiary Of Coronation Collieries Limited,730
Carlton Main Colliery Company,Carlton Main Colliery Company,731
Carisborg Concession Limited Carlton Iron,Carisborg Concession Limited Carlton Iron,732
Hodroyd Coal Company,Hodroyd Coal Company,733
Carlton Iron Limited,Carlton Iron Limited,734
Carlton Main Colliery Limited Io,NA,735
Middleburg Steam Coal And Coke,Middleburg Steam Coal And Coke,736
Great Boulder Limited,Great Boulder Limited,737
British America Nickel Corporation Limited,British America Nickel Corporation Limited,738
Coolgardie Mines Issuing Syndicate,Coolgardie Mines Issuing Syndicate,739
Great Boulder Proprietary Gold Mines,Great Boulder Proprietary Gold Mines,740
Great Iiloer Proprie Tkry Gold,Great Iiloer Proprie Tkry Gold,741
Golden Eol Gold Mines Ltd,Golden Eol Gold Mines Ltd,742
A C M Company,NA,743
Namen,NA,744
Village Main Reef,NA,745
New Idria Quicksilver Mining Co.,New Idria Quicksilver Mining Co.,746
Great Wyrley Colliery Limited Coo,Great Wyrley Colliery Limited Coo,747
Caius College Cambridge,NA,748
Chemistry Rcs,NA,749
Alaska Southern Lode Mining Syndicate,Alaska Southern Lode Mining Syndicate,750
Carbide Van Adium Limited,Carbide Van Adium Limited,751
Copiapo Mining Company,Copiapo Mining Company,752
"Couverapee Mine, Field. Mgp","Couverapee Mine, Field. Mgp",753
"Monarch-Couverapee Mines, Field. Mgp","Monarch-Couverapee Mines, Field. Mgp",754
West Clogau Gold Company,West Clogau Gold Company,755
New England Gold Copper Mining Company,NA,756
Gold Pioneer Mining Co Telluride San Miguel Co,NA,757
May Deep Level Gold Mining,May Deep Level Gold Mining,758
South National Gold Mining Company,South National Gold Mining Company,759
Tharsis Gold Mining Company,Tharsis Gold Mining Company,760
South Village Deep Limited,South Village Deep Limited,761
Balmoral Main Reef Gold Mining,Balmoral Main Reef Gold Mining,762
Consolidated Selectton Limited,Consolidated Selectton Limited,763
Consolidated Tin Elttngt Company,Consolidated Tin Elttngt Company,764
Consolidated Nickel Copper,Consolidated Nickel Copper,765
Edjudina Goflldflfielqs Limited,Edjudina Goflldflfielqs Limited,766
Trewey Consolidated Limited,Trewey Consolidated Limited,767
New Crozsus Gold Mining Company,New Crozsus Gold Mining Company,768
Gordon Estate And Gold Mining,Gordon Estate And Gold Mining,769
New Einasleigh Mines Limited,New Einasleigh Mines Limited,770
New Elnasleigh Copper,New Elnasleigh Copper,771
Thomas Reef Gold Mining Company,Thomas Reef Gold Mining Company,772
University Mines Limited. Cobalt.,University Mines Limited. Cobalt.,773
New Day Dawn Anct Norfolk,New Day Dawn Anct Norfolk,774
City And Suburban Gold Mining,City And Suburban Gold Mining,775
Gelden Huis Deep Limited,Gelden Huis Deep Limited,776
Langlaagte Royal Gold Mining Company,Langlaagte Royal Gold Mining Company,777
Manners Limited Company,Manners Limited Company,778
Manners Colliery Company,Manners Colliery Company,779
Textile Paper Tube Company,NA,780
Moss Rose Extension Gold Mining,Moss Rose Extension Gold Mining,781
Bbitish Gold Coast,Bbitish Gold Coast,782
Persian Mining Syndicate Limited,NA,783
Klerksdorp Proprietary Mines Limited,Klerksdorp Proprietary Mines Limited,784
Nantyglo And Blaina Ironworks Limited,Nantyglo And Blaina Ironworks Limited,785
Colombian Quartz Mining Company,Colombian Quartz Mining Company,786
Manitoba And Saskatchewan Col Limited,NA,787
Carisa Gold Mines Limited,Carisa Gold Mines Limited,788
Baytree Tin Mines Limited,Baytree Tin Mines Limited,789
Sinai Mining Limited Aries,Sinai Mining Limited Aries,790
Ystalfera Colllerles Limited Ioh,Ystalfera Colllerles Limited Ioh,791
British Steel Corporation Limited,British Steel Corporation Limited,792
